id,date_accident,accident_type,district,longitude,latitude,road_condition,weather_condition,road_part,number_of_participants,vehicle_brand_uz,vehicle_model_uz,vehicle_color_uz,year_manufacture
163813,2023-11-02,to'qnashuv,Furqat tumani,70.6981,40.522,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),2106,yashil,1987.0
163811,2023-10-23,piyodani urib yuborish,Quva tumani,72.047,40.5221,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Tico,qizil,2000.0
163807,2023-10-05,to'qnashuv,Furqat tumani,70.7269,40.5067,quruq,kun ochiq,yo'lning tog'ri qismi,3,Daewoo,Damas,oq,2013.0
163806,2023-10-23,to'qnashuv,Beshariq tumani,70.5666,40.426,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Damas,oq,2010.0
163803,2023-11-06,to'qnashuv,Sharof Rashidov tumani,67.7731,40.0512,quruq,kun ochiq,yo'lning tog'ri qismi,3,ISUZU,NQR 71PL,oq,2022.0
163802,2023-11-04,to'qnashuv,Forish tumani,67.2865,40.3896,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2021.0
163801,2023-11-04,to'siqqa urilish,Paxtakor tumani,68.144,40.3631,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Damas,oq,2020.0
163800,2023-11-03,velosipedchini urib yuborish,Sharof Rashidov tumani,67.9142,40.2119,quruq,kun ochiq,piyodalar o'tish joyi,2,Chevrolet,Lacetti,qora,2023.0
163799,2023-11-03,piyodani urib yuborish,Sharof Rashidov tumani,67.9733,40.0956,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,kulrang,2008.0
163798,2023-11-03,to'qnashuv,Jizzax shahri,67.8357,40.1478,quruq,kun ochiq,tartibga solinmagan chorraha,2,Chevrolet,Lacetti,oq,2012.0
163794,2023-10-21,piyodani urib yuborish,Namangan shahri,71.6501,40.9894,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 3,oq,2019.0
163792,2023-10-10,velosipedchini urib yuborish,Pop tumani,71.0678,40.8517,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Damas,oq,2011.0
163790,2023-11-01,piyodani urib yuborish,Namangan shahri,71.6326,41.0043,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2016.0
163787,2023-10-21,piyodani urib yuborish,To'raqo'rg'on tumani,71.5182,40.9791,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Damas,oq,1996.0
163786,2023-10-31,to'qnashuv,Namangan shahri,71.6415,40.9957,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Malibu,oq,2012.0
163785,2023-10-29,to'qnashuv,Uchqo'rg'on tumani,72.0868,41.1128,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Cobalt,oq,2018.0
163784,2023-10-29,piyodani urib yuborish,Namangan shahri,71.6471,40.9986,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2016.0
163783,2023-10-05,piyodani urib yuborish,Chust tumani,71.2395,40.9925,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,2003.0
163777,2023-06-23,ag'darilish,Qorako'l tumani,63.6865,39.4706,quruq,kun ochiq,yo'lning tog'ri qismi,1,Minski (Мински),Минск С4 250,qora,1986.0
163776,2023-06-22,piyodani urib yuborish,Vobkent tumani,64.5499,40.0138,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 2,oq,2012.0
163775,2023-06-19,piyodani urib yuborish,Kogon tumani,64.4818,39.7504,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,qora,2023.0
163774,2023-06-16,ag'darilish,G'ijduvon tumani,64.5783,40.0375,quruq,kun ochiq,yo'lning tog'ri qismi,1,IJ (ИЖ),Иж-2125,ko'k,1990.0
163772,2023-11-01,to'qnashuv,Mingbuloq tumani,71.4694,40.8148,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,oq,2022.0
163771,2023-11-03,turgan TVga urilish,Mingbuloq tumani,71.47,40.8092,quruq,kun ochiq,boshqa holatlar,2,Peterbilt,385 4x2,oq,2023.0
163758,2023-10-02,piyodani urib yuborish,Qo'qon shahri,70.9291,40.56,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),2106,ko'k,1986.0
163757,2023-10-22,velosipedchini urib yuborish,Quva tumani,72.1287,40.5571,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,qora,2019.0
163737,2023-10-21,piyodani urib yuborish,Farg'ona shahri,71.8341,40.3712,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Matiz,oq,2009.0
163736,2023-09-20,to'siqqa urilish,Yozyovon tumani,71.6947,40.6436,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,qora,2016.0
163735,2023-11-01,piyodani urib yuborish,Zomin tumani,68.1984,40.0634,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2017.0
163734,2023-11-01,to'qnashuv,Jizzax shahri,67.7726,40.0948,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,kulrang,2014.0
163732,2023-09-19,velosipedchini urib yuborish,Beshariq tumani,70.7108,40.4677,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,"moviy, havorang",2019.0
163729,2023-09-30,velosipedchini urib yuborish,Qo'qon shahri,70.9717,40.5552,quruq,kun ochiq,yo'lning burilish qismi,2,Daewoo,Matiz,oq,2010.0
163728,2023-09-15,velosipedchini urib yuborish,Quva tumani,72.0587,40.5218,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Damas,oq,2005.0
163727,2023-10-31,piyodani urib yuborish,Yangiobod tumani,68.7782,39.9235,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2018.0
163726,2023-10-31,to'qnashuv,Sharof Rashidov tumani,67.9098,40.2157,quruq,kun ochiq,tartibga solingan chorraha,3,MAN,TGS,oq,2015.0
163725,2023-09-14,piyodani urib yuborish,Rishton tumani,71.2793,40.3484,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Damas,oq,2020.0
163724,2023-10-28,turgan TVga urilish,Mingbuloq tumani,71.4454,40.8448,quruq,kun ochiq,yo'lning tog'ri qismi,2,Ravon,Nexia R3,oq,2019.0
163723,2023-10-28,piyodani urib yuborish,Jizzax shahri,67.811,40.1171,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2019.0
163722,2023-10-29,to'qnashuv,Sharof Rashidov tumani,67.7751,40.0511,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,ko'k,2014.0
163714,2023-10-28,to'qnashuv,Zomin tumani,68.2432,39.9595,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Damas,oq,2020.0
163705,2023-09-23,to'qnashuv,O'zbekiston tumani,71.0362,40.4625,quruq,kun ochiq,boshqa holatlar,3,Daewoo,Nexia,kulrang,2001.0
163704,2023-09-11,piyodani urib yuborish,Buvayda tumani,71.0994,40.6076,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 3,oq,2020.0
163703,2023-10-09,to'qnashuv,Farg'ona tumani,71.7703,40.3306,quruq,kun ochiq,boshqa holatlar,3,Daewoo,Damas,oq,2022.0
163702,2023-10-08,piyodani urib yuborish,Yozyovon tumani,71.6364,40.6178,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Spark,oq,2012.0
163701,2023-10-17,to'qnashuv,Parkent tumani,69.7182,41.206,quruq,kun ochiq,yo'lning burilish qismi,1,Chevrolet,Spark,oq,2016.0
163700,2023-10-27,to'qnashuv,Zarbdor tumani,68.0344,40.0959,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),2106,ko'k,1987.0
163698,2023-10-06,piyodani urib yuborish,Yozyovon tumani,71.6418,40.6358,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Gentra,qora,2023.0
163697,2023-10-19,velosipedchini urib yuborish,Farg'ona tumani,71.7345,40.2124,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Damas,oq,2009.0
163696,2023-10-09,to'qnashuv,Qo'qon shahri,70.9525,40.5347,quruq,kun ochiq,tartibga solingan chorraha,2,Daewoo,Matiz,kulrang,2010.0
163695,2023-10-19,velosipedchini urib yuborish,Farg'ona tumani,71.7153,40.184,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Damas,oq,2009.0
163694,2023-10-19,to'qnashuv,Quva tumani,72.0209,40.5164,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Cobalt,oq,2023.0
163693,2023-10-18,piyodani urib yuborish,Farg'ona tumani,71.7414,40.2287,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Matiz,qora,2009.0
163692,2023-10-18,to'qnashuv,Uchko'prik tumani,71.0527,40.5216,quruq,kun ochiq,boshqa holatlar,3,GAZ,66,"moviy, havorang",1975.0
163691,2023-10-06,to'qnashuv,Buvayda tumani,71.0994,40.5858,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Lacetti,kulrang,2016.0
163690,2023-10-06,to'qnashuv,Farg'ona shahri,71.7846,40.3628,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Matiz,oq,2011.0
163689,2023-10-25,piyodani urib yuborish,G'allaorol tumani,67.5911,40.0007,quruq,kun ochiq,piyodalar o'tish joyi,2,Chevrolet,Nexia,oq,2019.0
163688,2023-10-24,to'qnashuv,Sharof Rashidov tumani,67.9564,40.1467,quruq,kun ochiq,yo'lning burilish qismi,2,Chevrolet,Cobalt,oq,2023.0
163687,2023-10-24,piyodani urib yuborish,Sharof Rashidov tumani,67.927,40.0957,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2022.0
163686,2023-10-07,piyodani urib yuborish,Qo'qon shahri,70.9497,40.5258,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Matiz,kulrang,2009.0
163685,2023-10-04,piyodani urib yuborish,Farg'ona shahri,71.7668,40.4234,quruq,kun ochiq,boshqa holatlar,2,ISUZU,NQR 71,oq,2014.0
163684,2023-10-17,velosipedchini urib yuborish,Quvasoy shahri,71.9419,40.3072,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Matiz,qora,2009.0
163683,2023-09-27,to'qnashuv,Kosonsoy tumani,71.5649,41.2306,quruq,kun ochiq,boshqa holatlar,3,Lada(VAZ),2106,qora,1983.0
163658,2023-09-04,to'qnashuv,Pop tumani,71.087,40.8496,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Damas,qaymoq rang,2020.0
163652,2023-10-11,YTHning boshqa turlari,To'raqo'rg'on tumani,71.4386,40.9102,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2101,qora,1978.0
163650,2023-09-13,to'qnashuv,Pop tumani,70.9277,40.7661,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Labo,oq,2013.0
163644,2023-10-15,piyodani urib yuborish,Marg'ilon shahri,71.738,40.4739,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Matiz,sariq,2009.0
163643,2023-10-15,piyodani urib yuborish,Oltiariq tumani,71.4688,40.4112,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2016.0
163642,2023-10-23,piyodani urib yuborish,Zarbdor tumani,68.173,40.0762,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),2106,ko'k,1988.0
163641,2023-10-23,piyodani urib yuborish,Zomin tumani,68.4861,40.1379,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,oq,2008.0
163640,2023-10-11,piyodani urib yuborish,Yakkasaroy tumani,69.2233,41.2634,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Lacetti,oq,2010.0
163638,2023-10-24,piyodani urib yuborish,Oltiariq tumani,71.5059,40.3776,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Damas,delfin,1999.0
163637,2023-10-11,piyodani urib yuborish,Olmazor tumani,69.2333,41.3311,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 3,oq,2019.0
163636,2023-10-11,piyodani urib yuborish,Sirg'ali tumani,69.2168,41.2168,quruq,kun ochiq,yo'lning tog'ri qismi,3,Daewoo,Matiz,oq,2017.0
163635,2023-10-11,to'qnashuv,Yashnobod tumani,69.31,41.3046,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Lacetti,oq,2010.0
163634,2023-10-10,piyodani urib yuborish,Olmazor tumani,69.2203,41.3569,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Matiz,oq,2010.0
163633,2023-10-10,piyodani urib yuborish,Yakkasaroy tumani,69.2307,41.2705,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Cobalt,oq,2016.0
163632,2023-10-10,piyodani urib yuborish,Olmazor tumani,69.2247,41.3465,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,qizil,2019.0
163631,2023-10-23,to'qnashuv,Sharof Rashidov tumani,67.9741,40.048,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Nexia,oq,2015.0
163630,2023-10-12,velosipedchini urib yuborish,Qo'shtepa tumani,71.6982,40.4161,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Cobalt,kulrang,2014.0
163629,2023-10-13,velosipedchini urib yuborish,Farg'ona shahri,71.7943,40.369,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2023.0
163628,2023-10-13,piyodani urib yuborish,Buvayda tumani,71.109,40.601,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Labo,oq,2012.0
163627,2023-10-17,to'qnashuv,Parkent tumani,69.5793,41.3069,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Damas,oq,2009.0
163626,2023-10-13,to'qnashuv,Beshariq tumani,70.6105,40.4197,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Lacetti,oq,2011.0
163625,2023-10-11,velosipedchini urib yuborish,Buvayda tumani,71.0609,40.6191,quruq,kun ochiq,boshqa holatlar,2,Hyundai,Avega,ko'k,1985.0
163624,2023-10-10,to'qnashuv,Chilonzor tumani,69.1957,41.2544,quruq,kun ochiq,yo'lning tog'ri qismi,3,ISUZU,NQR 71PL,oq,2022.0
163623,2023-10-10,velosipedchini urib yuborish,Yashnobod tumani,69.3492,41.2647,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2018.0
163622,2023-10-09,piyodani urib yuborish,Yunusobod tumani,69.2843,41.3336,quruq,kun ochiq,yo'lning tog'ri qismi,3,Daewoo,Matiz,kumush rang,2013.0
163621,2023-10-09,to'siqqa urilish,Chilonzor tumani,69.2363,41.3052,quruq,kun ochiq,yo'lning tog'ri qismi,3,Daewoo,Matiz,oq,2017.0
163620,2023-10-09,to'siqqa urilish,Shayxontoxur tumani,69.1751,41.3388,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Lacetti,oq,2020.0
163618,2023-10-09,piyodani urib yuborish,Sirg'ali tumani,69.2243,41.2199,quruq,kun ochiq,yo'lning tog'ri qismi,2,Mercedes-Benz,A-Class,oq,2023.0
163617,2023-10-11,to'qnashuv,Dangara tumani,70.907,40.5841,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2015.0
163614,2023-10-08,piyodani urib yuborish,Bektemir tumani,69.3502,41.2349,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,oq,2013.0
163613,2023-10-08,to'qnashuv,Chilonzor tumani,69.2015,41.2823,quruq,kun ochiq,tartibga solingan chorraha,2,Daewoo,Nexia,oq,2013.0
163612,2023-10-08,to'qnashuv,Chilonzor tumani,69.1639,41.2498,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Lacetti,oq,2020.0
163611,2023-10-08,piyodani urib yuborish,Chilonzor tumani,69.1998,41.2911,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2014.0
163610,2023-10-08,piyodani urib yuborish,Yakkasaroy tumani,69.2376,41.2715,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2021.0
163609,2023-10-06,YTHning boshqa turlari,Olmazor tumani,69.2254,41.3611,quruq,kun ochiq,yo'lning tog'ri qismi,2,Mercedes-Benz,Econic,oq,2023.0
163608,2023-10-06,piyodani urib yuborish,Shayxontoxur tumani,69.251,41.3265,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Spark,oq,2014.0
163607,2023-10-06,piyodani urib yuborish,Yunusobod tumani,69.3135,41.3707,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2023.0
163606,2023-10-07,piyodani urib yuborish,Yunusobod tumani,69.2801,41.3513,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,kulrang,2013.0
163605,2023-10-22,ot-aravani urib yuborish,Zomin tumani,68.2021,40.0541,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Nexia,kulrang,2005.0
163604,2023-10-07,piyodani urib yuborish,Sirg'ali tumani,69.2839,41.2444,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Matiz,oq,2016.0
163603,2023-10-02,to'qnashuv,Sharof Rashidov tumani,67.9591,40.1601,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Cobalt,oq,2021.0
163602,2023-10-22,piyodani urib yuborish,Sharof Rashidov tumani,67.8464,40.1329,quruq,kun ochiq,yo'lning tog'ri qismi,2,Kia,Sorento,oq,2023.0
163601,2023-10-06,to'qnashuv,Olmazor tumani,69.2148,41.3605,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Spark,oq,2020.0
163600,2023-10-06,to'siqqa urilish,Uchtepa tumani,69.1584,41.2644,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Onix,kulrang,2023.0
163599,2023-10-06,piyodani urib yuborish,Uchtepa tumani,69.1732,41.2904,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Damas,oq,2019.0
163598,2023-10-06,piyodani urib yuborish,Olmazor tumani,69.2185,41.3709,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Damas,oq,2014.0
163597,2023-10-06,to'siqqa urilish,Uchtepa tumani,69.168,41.2908,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,"moviy, havorang",2015.0
163596,2023-04-27,to'qnashuv,Angren shahri,70.0434,40.9914,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Lacetti,kulrang,2006.0
163595,2023-04-27,to'qnashuv,Angren shahri,70.0803,41.0022,quruq,kun ochiq,tartibga solingan chorraha,2,Daewoo,Nexia,kumush rang,2010.0
163594,2023-04-25,to'qnashuv,Angren shahri,70.0743,41.0259,quruq,kun ochiq,tartibga solingan chorraha,2,Lada(VAZ),2106,sariq,1985.0
163593,2023-04-25,to'qnashuv,Angren shahri,70.0743,41.0259,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Matiz,qizil,2009.0
163592,2023-04-23,piyodani urib yuborish,Angren shahri,70.074,41.0149,quruq,kun ochiq,piyodalar o'tish joyi,2,Chevrolet,Matiz,oq,2012.0
163591,2023-04-22,to'qnashuv,Angren shahri,70.0937,41.0083,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Malibu,qora,2021.0
163590,2023-04-22,to'qnashuv,Angren shahri,70.1594,41.0505,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,oq,1996.0
163589,2023-04-22,piyodani urib yuborish,Angren shahri,70.0602,41.0062,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,oq,2020.0
163588,2023-04-22,to'qnashuv,Angren shahri,70.0555,40.9943,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Cobalt,kulrang,2019.0
163587,2023-04-21,to'qnashuv,Angren shahri,70.0513,40.9934,quruq,kun ochiq,tartibga solinmagan chorraha,2,Chevrolet,Cobalt,oq,2016.0
163586,2023-04-21,to'qnashuv,Angren shahri,70.0899,41.0066,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Damas,oq,2020.0
163585,2023-04-21,to'qnashuv,Angren shahri,70.1608,41.0514,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Labo,oq,2022.0
163584,2023-04-20,piyodani urib yuborish,Angren shahri,70.0505,41.0076,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Matiz,oq,2014.0
163583,2023-04-20,to'qnashuv,Angren shahri,70.0802,41.0022,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Nexia,kulrang,2003.0
163582,2023-04-20,to'qnashuv,Angren shahri,70.0469,40.9924,quruq,kun ochiq,"ko'prik, estakada, va h.k",2,Chevrolet,Cobalt,oq,2013.0
163581,2023-04-17,to'qnashuv,Angren shahri,70.0773,41.001,quruq,kun ochiq,yo'lning tog'ri qismi,2,ISUZU,GVR/GVD,oq,2009.0
163580,2023-04-17,piyodani urib yuborish,Angren shahri,70.0866,41.0182,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Nexia 2,kulrang,2008.0
163579,2023-04-16,to'qnashuv,Angren shahri,70.086,41.0156,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2010.0
163578,2023-04-14,to'qnashuv,Angren shahri,70.1311,41.0212,quruq,kun ochiq,tartibga solinmagan chorraha,2,Chevrolet,Lacetti,oq,2022.0
163577,2023-04-13,to'qnashuv,Angren shahri,70.1412,41.0338,quruq,kun ochiq,yo'lning tog'ri qismi,2,HOWO,ZZ3327N3847D,oq,2022.0
163576,2023-04-13,to'qnashuv,Angren shahri,70.0691,40.9973,quruq,kun ochiq,yo'lning tog'ri qismi,2,Shaanxi,SХ5255,sariq,2013.0
163575,2023-04-12,to'qnashuv,Angren shahri,70.0871,41.0132,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,kulrang,2020.0
163574,2023-04-12,to'qnashuv,Angren shahri,70.0855,41.0122,quruq,kun ochiq,yo'lning burilish qismi,2,Volkswagen,PASSAT,oq,2020.0
163573,2023-04-12,to'qnashuv,Angren shahri,70.0773,41.0009,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 2,kulrang,2014.0
163572,2023-04-07,to'qnashuv,Angren shahri,70.0782,41.0272,quruq,kun ochiq,yo'lning burilish qismi,2,Chevrolet,Matiz,kulrang,2009.0
163571,2023-10-21,to'qnashuv,Zarbdor tumani,68.0796,40.0933,xo'l,yomg'irli ,yo'lning tog'ri qismi,2,Chevrolet,Nexia,oq,2006.0
163570,2023-10-21,to'qnashuv,Baxmal tumani,67.5648,39.7558,xo'l,yomg'irli ,yo'lning tog'ri qismi,3,Chevrolet,Nexia,oq,2013.0
163569,2023-10-09,to'qnashuv,Farg'ona tumani,71.7586,40.2532,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Spark,kulrang,2020.0
163568,2023-10-10,piyodani urib yuborish,Farg'ona tumani,71.8341,40.314,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2013.0
163567,2023-10-10,piyodani urib yuborish,Uchko'prik tumani,71.05,40.5085,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 3,oq,2020.0
163566,2023-10-21,ag'darilish,Baxmal tumani,67.6151,39.8125,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,oq,2001.0
163565,2023-10-20,to'qnashuv,Sharof Rashidov tumani,67.937,40.2206,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Nexia,oq,2013.0
163564,2023-09-19,piyodani urib yuborish,Rishton tumani,71.2391,40.4153,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2101,oq,1974.0
163563,2023-09-19,piyodani urib yuborish,Rishton tumani,71.2793,40.3547,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2101,oq,1974.0
163562,2023-10-09,piyodani urib yuborish,Bog'dod tumani,71.1942,40.4657,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Nexia,oq,2014.0
163561,2023-10-09,to'qnashuv,Farg'ona tumani,71.7723,40.3261,quruq,kun ochiq,boshqa holatlar,3,Daewoo,Damas,oq,2022.0
163560,2023-10-08,piyodani urib yuborish,Yozyovon tumani,71.7078,40.6483,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Spark,oq,2012.0
163559,2023-09-12,to'qnashuv,Dangara tumani,70.8989,40.5957,quruq,kun ochiq,boshqa holatlar,3,Daewoo,Nexia,qaymoq rang,2019.0
163558,2023-10-14,to'qnashuv,Mingbuloq tumani,71.6943,40.8027,quruq,kun ochiq,yo'lning tog'ri qismi,3,YUEJIN,NJ1080DA,yashil,2023.0
163557,2023-10-19,ag'darilish,Forish tumani,67.4434,40.3026,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Nexia,ko'k,1997.0
163556,2023-10-16,to'qnashuv,Parkent tumani,69.6147,41.3042,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Nexia,oq,2006.0
163554,2023-08-14,YTHning boshqa turlari,Nukus tumani,59.5685,42.5363,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Nexia,bej,2015.0
163553,2023-10-02,YTHning boshqa turlari,Nukus tumani,59.5761,42.4906,quruq,kun ochiq,yo'lning tog'ri qismi,1,Lada(VAZ),2105,sariq,1984.0
163552,2023-10-03,YTHning boshqa turlari,Nukus tumani,59.5529,42.5851,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Cobalt,oq,2019.0
163551,2023-09-15,YTHning boshqa turlari,Nukus tumani,59.6488,42.5591,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Nexia,oq,2015.0
163550,2023-09-19,YTHning boshqa turlari,Nukus tumani,59.5202,42.6487,quruq,kun ochiq,yo'lning tog'ri qismi,1,Lada(VAZ),2105,jigarrang,1984.0
163549,2023-10-03,YTHning boshqa turlari,Nukus tumani,59.5554,42.5817,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Nexia 3,oq,2018.0
163548,2023-09-15,YTHning boshqa turlari,Nukus tumani,59.5615,42.5725,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Lacetti,oq,2022.0
163547,2023-09-30,YTHning boshqa turlari,Nukus tumani,59.6516,42.5632,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Damas,oq,2020.0
163546,2023-10-03,to'qnashuv,Nukus tumani,59.6516,42.5632,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Nexia 2,kulrang,2009.0
163545,2023-10-05,piyodani urib yuborish,Yunusobod tumani,69.3032,41.3599,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2017.0
163544,2023-10-05,piyodani urib yuborish,Uchtepa tumani,69.187,41.2783,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Matiz,jigarrang,2010.0
163543,2023-10-05,piyodani urib yuborish,Chilonzor tumani,69.1708,41.2418,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Malibu,qora,2022.0
163542,2023-10-05,velosipedchini urib yuborish,Mirzo ulug'bek tumani,69.3167,41.3168,quruq,kun ochiq,tartibga solingan chorraha,1,Chevrolet,Spark,oq,2020.0
