id,date_accident,accident_type,district,longitude,latitude,road_condition,weather_condition,road_part,number_of_participants,vehicle_brand_uz,vehicle_model_uz,vehicle_color_uz,year_manufacture
163099,2023-09-07,piyodani urib yuborish,Toshloq tumani,71.7703,40.4892,quruq,kun ochiq,piyodalar o'tish joyi,2,Chevrolet,Nexia 3,oq,2020.0
163094,2023-09-06,piyodani urib yuborish,Beshariq tumani,70.5883,40.4372,quruq,kun ochiq,yo'lning tog'ri qismi,4,Chevrolet,Cobalt,oq,2016.0
163091,2023-10-11,velosipedchini urib yuborish,Sirdaryo tumani,68.6845,40.4527,quruq,kun ochiq,yo'lning tog'ri qismi,2,KAMAZ,KC-55713-1,oq,1998.0
163089,2023-09-26,to'qnashuv,Uychi tumani,71.8403,41.0282,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2106,qora,1989.0
163087,2023-10-11,velosipedchini urib yuborish,Furqat tumani,70.8657,40.4997,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Damas,oq,2003.0
163086,2023-09-11,velosipedchini urib yuborish,Rishton tumani,71.3001,40.3946,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Matiz,kulrang,2008.0
163084,2023-09-03,piyodani urib yuborish,Toshloq tumani,71.8666,40.5428,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Tico,oq,1999.0
163078,2023-09-01,to'siqqa urilish,Oltiariq tumani,71.4434,40.4516,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Malibu 2,qora,2023.0
163077,2023-09-24,to'qnashuv,Namangan tumani,71.581,40.9225,quruq,kun ochiq,boshqa holatlar,3,Lada(VAZ),2101,qora,1974.0
163072,2023-10-01,to'qnashuv,Toshloq tumani,71.7888,40.4937,quruq,kun ochiq,yo'lning tog'ri qismi,2,GAZ,SAZ 3507,ko'k,1991.0
163069,2023-10-10,piyodani urib yuborish,Baxmal tumani,67.4417,39.6899,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Damas,oq,2023.0
163066,2023-10-02,ag'darilish,Quva tumani,72.0067,40.5127,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Lacetti,oq,2019.0
163063,2023-10-07,to'qnashuv,Uchqo'rg'on tumani,72.095,41.1219,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 3,oq,2019.0
163059,2023-10-01,to'qnashuv,Bog'dod tumani,70.9912,40.543,quruq,kun ochiq,yo'lning tog'ri qismi,2,Mercedes-Benz,190 (W201),kulrang,1983.0
163057,2023-09-26,to'qnashuv,Namangan shahri,71.6034,41.0263,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Matiz,oq,2005.0
163055,2023-10-01,piyodani urib yuborish,Uchko'prik tumani,71.0282,40.5061,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,kulrang,2013.0
163052,2023-10-09,to'qnashuv,Yangiqo'rg'on tumani,71.6844,41.1301,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Nexia 3,oq,2020.0
163031,2023-09-01,to'qnashuv,Zomin tumani,67.873,40.0963,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2020.0
163028,2023-09-30,to'qnashuv,Parkent tumani,69.7302,41.3016,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Matiz,kulrang,2017.0
163025,2023-10-09,to'qnashuv,Jizzax shahri,67.873,40.0963,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,oq,2015.0
163023,2023-10-01,piyodani urib yuborish,Farg'ona tumani,71.8389,40.2988,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Nexia 3,oq,2020.0
163022,2023-10-03,piyodani urib yuborish,Buvayda tumani,71.1369,40.5535,quruq,kun ochiq,yo'lning tog'ri qismi,4,Daewoo,Nexia,kulrang,2001.0
163021,2023-10-02,to'qnashuv,Farg'ona tumani,71.7833,40.2782,quruq,kun ochiq,yo'lning tog'ri qismi,3,ISUZU,GVR2300T,oq,2014.0
163016,2023-09-23,to'qnashuv,Oqoltin tumani,68.4077,40.5469,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Lacetti,kulrang,2014.0
163013,2023-09-22,to'siqqa urilish,Yangiyer shahri,68.7167,40.2722,quruq,kun ochiq,tartibga solingan chorraha,1,Chevrolet,Nexia,oq,2002.0
163012,2023-09-17,to'siqqa urilish,Xovos tumani,68.8204,40.3026,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Labo,oq,2018.0
163011,2023-09-17,to'qnashuv,Xovos tumani,68.7202,40.193,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Cobalt,kulrang,2023.0
163010,2023-09-18,turgan TVga urilish,Mirzaobod tumani,68.6417,40.575,quruq,kun ochiq,yo'lning tog'ri qismi,3,ISUZU,NQR 71,oq,2015.0
163007,2023-09-19,to'qnashuv,Boyovut tumani,69.042,40.3734,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Damas,qaymoq rang,2007.0
163004,2023-09-21,piyodani urib yuborish,Sirdaryo tumani,68.3624,40.4971,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,kulrang,2021.0
163002,2023-09-15,to'qnashuv,Sardoba tumani,68.3562,40.5081,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,kulrang,2020.0
162999,2023-09-14,YTHning boshqa turlari,Sirdaryo tumani,68.6282,40.8369,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),2107,qizil,1992.0
162998,2023-09-09,piyodani urib yuborish,Sirdaryo tumani,68.6728,40.8408,quruq,kun ochiq,yo'lning tog'ri qismi,2,Mercedes-Benz,A-Class,qora,1999.0
162992,2023-10-08,velosipedchini urib yuborish,Sharof Rashidov tumani,67.9223,40.1801,quruq,kun ochiq,yo'lning tog'ri qismi,2,DONGFENG,Dongfeng 69366С-9DА,oq,2021.0
162990,2023-10-08,piyodani urib yuborish,Sharof Rashidov tumani,67.7227,40.1688,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),2106,oq,1989.0
162982,2023-09-22,to'qnashuv,Jarqo'rg'on tumani,67.4323,37.4998,quruq,kun ochiq,boshqa holatlar,2,Vosxod (Восход),Восход-3М,qora,2023.0
162976,2023-09-15,piyodani urib yuborish,Jarqo'rg'on tumani,67.4206,37.5116,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2021.0
162974,2023-09-10,piyodani urib yuborish,Jarqo'rg'on tumani,67.4541,37.6062,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,DAMAS VAN,oq,2021.0
162972,2023-09-10,to'qnashuv,Jarqo'rg'on tumani,67.4596,37.6139,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2020.0
162971,2023-09-09,piyodani urib yuborish,Jarqo'rg'on tumani,67.4205,37.5145,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,qora,2023.0
162969,2023-09-06,to'qnashuv,Jarqo'rg'on tumani,67.4086,37.4927,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Nexia 2,oq,2013.0
162959,2023-10-06,to'qnashuv,Baxmal tumani,67.8027,39.802,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,qaymoq rang,2005.0
162958,2023-10-05,piyodani urib yuborish,Zomin tumani,68.1358,39.9789,quruq,kun ochiq,yo'lning tog'ri qismi,2,GAZ,53,ko'k,1968.0
162957,2023-10-05,ag'darilish,Yangiobod tumani,68.7453,39.9789,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),2101,qizil,1984.0
162924,2023-09-30,to'qnashuv,Parkent tumani,69.6029,41.3051,quruq,kun ochiq,yo'lning tog'ri qismi,1,Lada(VAZ),2106,oq,1986.0
162923,2023-09-29,piyodani urib yuborish,Parkent tumani,69.6742,41.2965,quruq,kun ochiq,piyodalar o'tish joyi,1,Chevrolet,Damas,oq,2013.0
162922,2023-09-07,to'qnashuv,Mirzaobod tumani,68.5039,40.5083,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Nexia 2,oq,2008.0
162921,2023-09-04,turgan TVga urilish,Sirdaryo tumani,68.6969,40.7159,quruq,kun ochiq,yo'lning tog'ri qismi,2,VOLVO,122,oq,2019.0
162920,2023-09-03,to'siqqa urilish,Mirzaobod tumani,68.7988,40.3722,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 2,kulrang,2008.0
162919,2023-09-29,to'qnashuv,Termiz tumani,67.3306,37.2846,quruq,kun ochiq,boshqa holatlar,2,ZAZ (ЗАЗ),2320,oq,2014.0
162918,2023-09-27,piyodani urib yuborish,Termiz tumani,67.3831,37.3003,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,DAMAS VAN,oq,2021.0
162917,2023-09-26,ag'darilish,Termiz tumani,67.2375,37.2905,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Lacetti,oq,2016.0
162916,2023-09-24,ag'darilish,Termiz tumani,67.2546,37.2662,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2021.0
162915,2023-09-21,to'qnashuv,Termiz tumani,67.229,37.2568,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,DAMAS VAN,oq,2012.0
162914,2023-09-19,to'qnashuv,Termiz tumani,67.4014,37.2475,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 3,oq,2018.0
162913,2023-09-19,to'qnashuv,Termiz tumani,67.1969,37.2925,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2017.0
162912,2023-09-02,piyodani urib yuborish,Oqoltin tumani,68.587,40.535,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,kulrang,2021.0
162911,2023-09-14,to'qnashuv,Termiz tumani,67.3614,37.298,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,oq,2022.0
162910,2023-09-10,to'siqqa urilish,Termiz tumani,67.1804,37.3702,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Nexia 2,oq,2014.0
162909,2023-09-09,piyodani urib yuborish,Termiz tumani,67.3413,37.2831,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2020.0
162908,2023-09-03,to'qnashuv,Termiz tumani,67.1883,37.3432,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Cobalt,oq,2023.0
162907,2023-09-03,to'qnashuv,Termiz tumani,67.2302,37.2857,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Lacetti,oq,2018.0
162906,2023-08-31,to'qnashuv,Termiz tumani,67.1873,37.3472,quruq,kun ochiq,boshqa holatlar,2,Hyundai,Tucson,oq,2020.0
162897,2023-09-21,to'qnashuv,Muzrabot tumani,66.6617,37.3933,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2022.0
162884,2023-09-15,piyodani urib yuborish,Muzrabot tumani,66.9232,37.4574,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 2,qora,2010.0
162879,2023-09-17,to'qnashuv,Muzrabot tumani,67.1084,37.5247,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Spark,oq,2022.0
162873,2023-09-12,to'qnashuv,Muzrabot tumani,66.931,37.4618,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Damas,oq,2006.0
162857,2023-09-21,piyodani urib yuborish,Uzun tumani,68.0596,38.3617,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,oq,2007.0
162856,2023-09-18,to'qnashuv,Uzun tumani,68.0179,38.3759,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,oq,1996.0
162855,2023-09-14,to'qnashuv,Uzun tumani,68.0395,38.3743,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Labo,oq,2019.0
162854,2023-09-10,to'qnashuv,Uzun tumani,68.0317,38.3717,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Matiz,oq,2009.0
162852,2023-10-02,to'qnashuv,Parkent tumani,69.6555,41.288,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Cobalt,oq,2020.0
162851,2023-09-03,piyodani urib yuborish,Uzun tumani,68.0292,38.3501,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Tico,oq,1997.0
162850,2023-09-02,to'qnashuv,Uzun tumani,67.9645,38.2143,quruq,kun ochiq,boshqa holatlar,3,Daewoo,Nexia,oq,1998.0
162849,2023-09-30,to'qnashuv,Parkent tumani,69.5998,41.3066,quruq,kun ochiq,tartibga solingan chorraha,1,Lada(VAZ),2106,oq,1982.0
162847,2023-09-15,to'siqqa urilish,Sariosiyo tumani,67.9329,38.4427,quruq,kun ochiq,boshqa holatlar,1,ISUZU,NQR 71,oq,2017.0
162844,2023-10-02,to'qnashuv,Parkent tumani,69.6266,41.3033,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Lacetti,oq,2017.0
162841,2023-09-25,to'qnashuv,Denov tumani,67.8979,38.2685,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,2011.0
162839,2023-09-23,to'qnashuv,Denov tumani,67.9102,38.2482,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Captiva,oq,2015.0
162838,2023-09-27,to'qnashuv,Parkent tumani,69.8155,41.268,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Damas,oq,2021.0
162837,2023-09-20,to'qnashuv,Denov tumani,67.8755,38.3864,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2019.0
162836,2023-09-28,to'qnashuv,Parkent tumani,69.6688,41.2997,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Spark,oq,2012.0
162835,2023-09-20,to'qnashuv,Denov tumani,67.8755,38.3865,quruq,kun ochiq,boshqa holatlar,3,Lada(VAZ),2107,oq,2007.0
162834,2023-09-19,piyodani urib yuborish,Denov tumani,67.9055,38.2584,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),21072,oq,2009.0
162833,2023-09-16,to'qnashuv,Denov tumani,67.9037,38.1879,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 3,oq,2019.0
162832,2023-09-10,to'qnashuv,Denov tumani,67.9121,38.2456,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2101,oq,1983.0
162831,2023-09-05,to'qnashuv,Denov tumani,67.9273,38.268,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,DAMAS VAN,oq,2017.0
162830,2023-09-14,to'qnashuv,Oltinsoy tumani,67.7341,38.2546,quruq,kun ochiq,boshqa holatlar,2,ZIL,138A,oq,1993.0
162829,2023-09-14,to'siqqa urilish,Oltinsoy tumani,67.6948,38.1891,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2101,oq,1972.0
162828,2023-09-09,piyodani urib yuborish,Oltinsoy tumani,67.6507,38.0726,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,2009.0
162827,2023-09-08,to'qnashuv,Oltinsoy tumani,67.6959,38.1897,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Tico,oq,1997.0
162826,2023-09-04,to'qnashuv,Oltinsoy tumani,67.7567,38.165,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2107,oq,2006.0
162820,2023-09-25,to'qnashuv,Sho'rchi tumani,67.7625,37.9862,quruq,kun ochiq,boshqa holatlar,2,Hyundai,HD370TRUCK,oq,2012.0
162819,2023-09-27,piyodani urib yuborish,Sho'rchi tumani,67.7906,37.9993,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,2009.0
162812,2023-09-24,to'qnashuv,Sho'rchi tumani,67.7906,37.9993,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2020.0
162810,2023-10-04,piyodani urib yuborish,Do'stlik tumani,68.1869,40.3985,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2011.0
162741,2023-09-17,to'qnashuv,Sho'rchi tumani,67.7401,37.9628,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2018.0
162738,2023-09-02,to'qnashuv,Sho'rchi tumani,67.7401,37.9628,quruq,kun ochiq,boshqa holatlar,1,HOWO,ZZ3257M2941,oq,2020.0
162737,2023-09-01,to'qnashuv,Sho'rchi tumani,67.8697,38.1172,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,DAMAS VAN,oq,1997.0
162736,2023-09-24,to'qnashuv,Qumqo'rg'on tumani,67.6235,38.0128,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Lacetti,oq,2023.0
162735,2023-09-23,velosipedchini urib yuborish,Qumqo'rg'on tumani,67.5905,37.8316,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,qaymoq rang,2014.0
162734,2023-09-23,velosipedchini urib yuborish,Qumqo'rg'on tumani,67.575,38.0151,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,kulrang,2015.0
162731,2023-09-20,to'qnashuv,Qumqo'rg'on tumani,67.6862,37.9292,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 2,oq,2015.0
162729,2023-09-18,piyodani urib yuborish,Qumqo'rg'on tumani,67.5985,37.8368,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 3,oq,2019.0
162728,2023-09-10,to'qnashuv,Qumqo'rg'on tumani,67.5732,37.8134,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,208.0
162724,2023-09-08,velosipedchini urib yuborish,Qumqo'rg'on tumani,67.5767,37.7422,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 2,kulrang,2015.0
162723,2023-08-08,to'qnashuv,Nurafshon shahri,69.4342,41.1372,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Cobalt,oq,2022.0
162722,2023-08-07,YTHning boshqa turlari,Nurafshon shahri,69.3615,41.015,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Spark,oq,2011.0
162721,2023-09-01,piyodani urib yuborish,Qumqo'rg'on tumani,67.6017,38.0133,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2101,oq,1977.0
162720,2023-08-08,YTHning boshqa turlari,Nurafshon shahri,69.3313,41.1929,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Spark,oq,2011.0
162719,2023-10-04,piyodani urib yuborish,Nurafshon shahri,69.4067,41.1815,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Damas,oq,2021.0
162717,2023-10-02,piyodani urib yuborish,Mingbuloq tumani,71.4614,40.8617,quruq,kun ochiq,piyodalar o'tish joyi,2,Chevrolet,Cobalt,oq,2014.0
162716,2023-10-04,to'qnashuv,Mingbuloq tumani,71.4949,40.8303,quruq,kun ochiq,boshqa holatlar,4,Chevrolet,Cobalt,oq,2015.0
162714,2023-09-01,velosipedchini urib yuborish,Qumqo'rg'on tumani,67.573,37.8131,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 3,jigarrang,2019.0
162713,2023-09-21,piyodani urib yuborish,Mingbuloq tumani,71.4748,40.8439,quruq,kun ochiq,yo'lning tog'ri qismi,2,Minski (Мински),Минск С4 250,qizil,1985.0
162712,2023-09-15,piyodani urib yuborish,Marg'ilon shahri,71.7388,40.4921,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Damas,oq,2010.0
162711,2023-10-04,to'qnashuv,Mingbuloq tumani,71.5159,40.8246,quruq,kun ochiq,yo'lning tog'ri qismi,3,Daewoo,Nexia,oq,2001.0
162710,2023-09-24,to'siqqa urilish,Boysun tumani,66.9866,38.2062,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,2020.0
162709,2023-10-04,to'siqqa urilish,Oltiariq tumani,71.3173,40.3285,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 2,kulrang,2009.0
162708,2023-10-04,ag'darilish,Mingbuloq tumani,71.5053,40.851,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Cobalt,oq,2021.0
162707,2023-09-23,ag'darilish,Boysun tumani,66.9869,38.206,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Lacetti,oq,2022.0
162706,2023-09-15,to'qnashuv,Bandixon tumani,67.3736,37.8557,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Labo,oq,2013.0
162705,2023-10-04,piyodani urib yuborish,Mingbuloq tumani,71.4669,40.8645,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,qora,2015.0
162704,2023-10-03,to'qnashuv,Zomin tumani,68.3427,40.1047,quruq,kun ochiq,tartibga solinmagan chorraha,3,Lada(VAZ),2106,yashil,1985.0
162703,2023-10-03,piyodani urib yuborish,Jizzax shahri,67.8215,40.1448,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Damas,oq,2022.0
162702,2023-10-03,to'qnashuv,Paxtakor tumani,67.9863,40.3677,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Nexia,kulrang,2001.0
162701,2023-09-06,to'qnashuv,Bandixon tumani,67.3525,37.8294,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2103,oq,1983.0
162700,2023-09-05,to'qnashuv,Bandixon tumani,67.3525,37.8294,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,1997.0
162698,2023-09-28,piyodani urib yuborish,Qiziriq tumani,67.2059,37.6676,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,2009.0
162697,2023-09-24,to'qnashuv,Qiziriq tumani,67.2693,37.7086,quruq,kun ochiq,"ko'prik, estakada, va h.k",2,Chevrolet,Lacetti,oq,2021.0
162695,2023-09-12,to'qnashuv,Qiziriq tumani,67.2452,37.6843,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Lacetti,oq,2022.0
162689,2023-09-05,to'siqqa urilish,Qiziriq tumani,67.2472,37.6873,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Cobalt,oq,2022.0
162687,2023-09-08,hayvonni urib yuborish,Qiziriq tumani,67.2452,37.745,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Matiz,oq,2008.0
162684,2023-09-28,ag'darilish,Sherobod tumani,67.0974,37.556,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Nexia 2,oq,2019.0
162683,2023-09-26,to'qnashuv,Sherobod tumani,67.0331,37.6533,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2106,oq,1985.0
162681,2023-09-25,to'siqqa urilish,Sherobod tumani,67.0527,37.8555,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Nexia,oq,2012.0
162679,2023-09-20,to'siqqa urilish,Sherobod tumani,66.9981,37.7183,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Cobalt,oq,2020.0
162678,2023-09-22,turgan TVga urilish,Sherobod tumani,66.9977,37.6661,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Lacetti,oq,2019.0
162676,2023-10-03,piyodani urib yuborish,Quvasoy shahri,71.9208,40.3143,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,oq,2018.0
162675,2023-09-16,ag'darilish,Sherobod tumani,66.9949,37.7553,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Cobalt,oq,2021.0
162674,2023-10-03,to'qnashuv,Dangara tumani,70.9204,40.5773,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,qaymoq rang,2015.0
162673,2023-09-15,piyodani urib yuborish,Sherobod tumani,67.0276,37.6653,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Spark,oq,2016.0
162672,2023-10-03,piyodani urib yuborish,Mirzo ulug'bek tumani,69.3359,41.3171,quruq,kun ochiq,tartibga solingan chorraha,2,Daewoo,Damas,oq,2021.0
162671,2023-10-03,piyodani urib yuborish,Yunusobod tumani,69.2862,41.311,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,oq,2015.0
162665,2023-07-27,velosipedchini urib yuborish,Jalaquduq tumani,72.6475,40.7974,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Matiz,kulrang,2004.0
162661,2023-07-27,piyodani urib yuborish,Jalaquduq tumani,72.6429,40.7185,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2019.0
162656,2023-07-24,piyodani urib yuborish,Jalaquduq tumani,72.6325,40.8278,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,kulrang,2009.0
162653,2023-07-17,piyodani urib yuborish,Jalaquduq tumani,72.649,40.7305,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,kulrang,1997.0
162646,2023-09-21,to'qnashuv,Jalaquduq tumani,72.6352,40.7239,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Tico,oq,1998.0
162645,2023-09-11,to'qnashuv,Namangan shahri,71.6707,41.007,quruq,kun ochiq,boshqa holatlar,4,ISUZU,GVR/GVD,oq,2014.0
162642,2023-09-23,to'qnashuv,Jalaquduq tumani,72.6399,40.7169,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Cobalt,oq,2022.0
162638,2023-09-21,to'siqqa urilish,Namangan shahri,71.6611,40.9893,quruq,kun ochiq,boshqa holatlar,1,ZIL,MMZ4502,qora,1986.0
162636,2023-09-20,to'qnashuv,Chust tumani,71.2106,40.9906,xo'l,yomg'irli ,boshqa holatlar,7,VOLVO,FH42,oq,2007.0
162629,2023-09-02,to'siqqa urilish,To'raqo'rg'on tumani,71.5141,40.9561,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Damas,oq,2012.0
162621,2023-10-02,ag'darilish,Zomin tumani,68.5633,40.1023,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,qora,2018.0
162616,2023-10-02,to'qnashuv,Zomin tumani,68.3973,39.9652,quruq,kun ochiq,tartibga solingan chorraha,3,Chevrolet,Damas,qaymoq rang,2009.0
162607,2023-10-01,ag'darilish,Mirzacho'l tumani,68.1457,40.6784,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,jigarrang,2009.0
162605,2023-09-10,to'siqqa urilish,Pop tumani,71.0747,40.8627,quruq,kun ochiq,boshqa holatlar,1,Suzuki,Ignis,qora,2014.0
162600,2023-08-31,to'qnashuv,Namangan shahri,71.6473,41.0097,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Nexia 3,oq,2018.0
162599,2023-08-27,to'siqqa urilish,Uchqo'rg'on tumani,72.084,41.1323,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Spark,oq,2016.0
162594,2023-09-25,to'qnashuv,Angor tumani,67.1621,37.4302,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Lacetti,oq,2023.0
162593,2023-09-25,to'qnashuv,Angor tumani,67.1571,37.4427,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),GRANTA 21900,oq,1984.0
162592,2023-09-24,to'qnashuv,Angor tumani,67.1645,37.4227,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2022.0
162591,2023-09-24,to'qnashuv,Angor tumani,67.132,37.4865,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Spark,oq,2013.0
162590,2023-09-18,piyodani urib yuborish,Angor tumani,67.1527,37.4465,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,2008.0
